people_ID,Infect_Prob
5942,52.91054573232567
18664,52.85622529229494
5603,52.44953472947276
5649,52.97936652929897
5099,52.68864700004299
18749,52.23900084121758
5228,52.647018823443766
5559,52.8449812127272
5220,52.972305238017235
5476,52.786595306127865
5260,52.669185458959845
17638,53.01582822447554
18635,52.7978701105707
18794,62.986849588268385
5263,52.67347395763275
17680,64.60326951338583
18030,52.966485687226715
18090,52.871167981425685
18455,52.57996239993525
18155,52.73392331651013
18116,66.11165387712177
18144,52.907736673023265
5218,62.852404445420426
5386,52.43196771174806
18105,52.52141384670644
5735,52.83706760441796
5900,52.799859307795124
18391,52.86708381989708
5786,52.674921629670045
18639,52.648364736033955
17984,52.40812199098042
18274,52.90820832621241
5425,52.8345846679554
6076,52.32382046060414
18545,52.556410259158746
17697,64.76189401723502
6137,52.70503364896824
6083,52.63510665165468
17730,52.882016487007064
5896,61.763589831306845
18906,52.87212472608323
17808,52.63265729397354
6078,52.57567099310907
5516,52.448574152756564
18093,53.00171451654617
6120,52.6824990890285
18154,52.91360392926009
17935,52.79965280044833
18769,62.31788288295723
18264,52.78584942868749
18076,51.41181819595772
18035,52.40118523624201
18051,52.39181866279263
18676,52.9009601643811
5332,52.92615467775993
5898,63.51324411566512
18370,52.635238753952244
17706,52.57246528717201
5198,52.832211799344456
18360,52.828626875283625
18240,53.0579048587226
18691,52.895257245858126
5768,52.77510740485195
18315,52.88750515451826
18776,52.961108168502676
6225,52.83854798338009
17983,61.99821238190635
17973,52.77671418189834
5805,61.52078740014343
5500,52.93496859576101
5305,52.88657592987216
18243,52.717835305347535
5169,52.4546994497841
5258,52.86701626195064
17810,64.83662367871375
5714,52.67386599799169
6070,52.45524130599522
5959,63.73016107176581
18771,52.551159195878405
17765,52.65780988367498
18822,52.97044845939084
17735,65.18892986023026
17966,52.63710531894741
18861,53.010706523793715
18236,52.45535979481875
18750,66.53088005482384
17809,61.48835607675514
6049,52.84878415630221
18465,52.553798897982205
6201,52.949507531628676
18877,53.045042532728395
5087,52.57355693190968
17742,52.25494057744046
17941,60.6228206710398
18421,52.85969054832591
18489,52.463354843776045
6299,62.91961152598541
18428,52.774072730238174
5563,59.1260438277666
18796,60.235133210452226
5849,52.511258880430915
5661,52.90950029379561
5893,52.66540757877636
5378,62.097920385770784
5622,52.61345811266326
5823,52.567444650314535
18521,52.04264811683782
5502,52.501404592882345
18785,52.433269100476664
17783,52.64804064564348
18424,62.08162790471726
18147,52.798070324447835
18881,56.6931591416674
18851,52.5200591684376
17686,52.83239146804531
5100,52.765778174083174
5213,52.541732812124785
18252,52.34959401716283
5576,52.77278103658613
18050,52.587191504285926
5875,52.78741756474681
6059,52.45927029010675
18599,52.536871232629856
5173,52.450193889000914
5461,52.13308281809716
5151,66.1652408511635
5266,52.63450224895534
5514,65.05518380819119
5224,52.92109306194162
18069,52.234507576255865
5587,52.491626282982736
17874,52.83973455671506
5536,52.328133944889586
5215,52.8065974660349
5400,61.76256594717663
17857,52.72219693439157
6043,61.854008531453786
18330,52.590760171937674
18333,52.70630138247748
17788,52.930571726134296
18332,61.923079777571566
17836,52.77323935385318
5247,52.475233211469686
5922,52.590765669540886
18641,61.26279266865618
5951,66.42836726574032
18807,52.70840221039239
18293,63.44441539624869
18775,52.7420132602941
5601,52.81631040095139
5102,52.8076963683926
18464,52.62598987302271
17713,52.75846505116062
18557,52.994973910537226
18854,52.51039449015882
18401,53.06098720003671
18699,65.45016179412917
5706,59.753906610394786
5747,52.642902930115554
5496,52.40620968079712
18308,52.21648453598331
5345,60.82312314766252
18525,52.340159114827046
18258,62.12963350141883
6062,52.82609414242327
17921,52.32040876993615
5303,52.99817745536202
18592,52.85222524668283
5814,52.575340517682925
18805,52.80279417574925
5910,52.61751919079207
5201,52.64888613207979
5724,65.79079913481883
17693,52.93995210626089
5407,52.683025335533166
18617,53.09891707444542
18173,52.83436463941085
18875,52.48879437091306
5225,52.37134019997712
5858,52.70486400577917
5091,52.697097849219155
5254,52.80971329595729
18801,52.677393727047104
6009,52.24608808809001
18149,52.446109781374
6105,52.35018139583866
5974,52.59150322894009
17967,62.33270044971485
5781,52.728501801713826
5834,52.77902542673135
17683,52.597473363624516
5338,52.87083140298373
18400,62.768434936094884
18633,52.59001491141189
